zh_TW,zh-CN,en-En,en手動調整,th-TH,泰文字數,建議字數,jp-JP,日文字數,建議字數,kr-KR,韓文字數,建議字數,vn-VN,越文字數,建議字數,jsonKey
輸入推薦碼搜尋條件,输入推荐码搜寻条件,Enter search criteria for referral code,,ป้อนเกณฑ์การค้นหาสำหรับโค้ดแนะนำ,,10,推奨コード検索条件を入力します,,9,권장 코드 검색 조건을 입력하십시오,,12,Nhập điều kiện tìm kiếm mã giới thiệu,,20,agentReferralCodeSearch.enterDetailSearchHint
請選擇動作,请选择动作,Please select an action.,,โปรดเลือกการดำเนินการ,,5,アクションを選択してください,,5,조치를 선택하십시오,,7,Vui lòng chọn động tác,,11,agentReferralCodeFunctionPopup.actionsTitle
查看清單,查看清单,View List,,ดูรายการ,,4,リストを確認してください,,4,목록을 확인하십시오,,5,Tra cứi danh sách,,9,agentReferralCodeFunctionPopup.actionsViewListButton
編輯,编辑,Edit,,แก้ไข,,2,編集,,2,편집하다,,2,Biên tập,,4,agentReferralCodeFunctionPopup.editButton
請輸入戶名,请输入户名,Please enter your account name.,,กรุณาใส่ชื่อบัญชีของคุณ,,5,世帯名を入力してください,,5,가구 이름을 입력하십시오,,7,Vui lòng nhập tên tài khoản,,11,editAgentReferralCode.enterNameHint
編輯推薦碼,编辑推荐码,Edit Referral Code,,แก้ไขโค้ดแนะนำ,,5,推奨コードを編集します,,5,권장 코드 편집,,7,Biên tập mã giới thiệu,,11,editAgentReferralCode.editReferralCodeTitle
新增成功,新增成功,Added successfully,,เพิ่มเรียบร้อยแล้ว,,4,正常に追加されました,,4,성공적으로 추가되었습니다,,5,Thêm mới thành công,,9,editAgentReferralCode.addSuccess
名稱,名称,Name,,ชื่อ,,2,名前,,2,이름,,2,Tên gọi,,4,editAgentReferralCode.nameTitle
備註,备注,Notes,,หมายเหตุ,,2,述べる,,2,주목,,2,Ghi chú,,4,editAgentReferralCode.remarkTitle
請輸入備註,请输入备注,Please enter notes.,,กรุณาใส่หมายเหตุ,,5,発言を入力してください,,5,발언을 입력하십시오,,7,Vui lòng nhập ghi chú,,11,editAgentReferralCode.enterNoteHint
儲存,储存,Save,,บันทึก,,2,お店,,2,가게,,2,Lưu,,4,"addAgentReferralCodePopup.confirmButton,chartBollSetting.modifyButton,chartKdjSetting.modifyButton,chartMacdSetting.modifyButton,chartMaSetting.modifyButton,chartRsiSetting.modifyButton,chartWrSetting.modifyButton"
尚有資料未填寫,尚有资料未填写,Information not yet completed,,ข้อมูลยังไม่เสร็จสมบูรณ์,,8,まだ入力されていない情報がまだあります,,7,채워지지 않은 정보가 여전히 있습니다.,,9,Còn có dữ liệu chưa điền,,15,addAgentReferralCodePopup.emptyTip
編輯點差及手續費,编辑点差及手续费,Edit Spread and Transaction Fee,,แก้ไขค่าสเปรดและค่าธรรมเนียม,,9,ポイントを編集し、手数料を処理します,,8,포인트 및 처리 비용을 편집합니다,,11,Biên tập giá chênh lệch và phí thực hiện,,18,addAgentReferralCodePopup.editReferralCodeTitle
新增點差及手續費,新增点差及手续费,Add Spread and Transaction Fee,,เพิ่มสเปรดและค่าธรรมเนียม,,9,新しいポイントの違いと取り扱い料金,,8,새로운 포인트 차이 및 취급 수수료,,11,Thêm giá chênh lệch và phí thực hiện,,18,addAgentReferralCodePopup.addReferralCodeTitle
類別,类别,Category,,หมวดหมู่,,2,カテゴリー,,2,범주,,2,Loại,,4,addAgentReferralCodePopup.categoryTitle
請選擇類別,请选择类别,Please select a category.,,โปรดเลือกหมวดหมู่,,5,カテゴリを選択してください,,5,범주를 선택하십시오,,7,Vui lòng chọn loại,,11,addAgentReferralCodePopup.categoryButtonHint
請選擇品項,请选择品项,Please select an item.,,กรุณาเลือกรายการ,,5,アイテムを選択してください,,5,항목을 선택하십시오,,7,Vui lòng chọn hạng mục,,11,addAgentReferralCodePopup.itemsButtonHint
代號,代号,Symbol,,เครื่องหมาย,,2,コード,,2,암호,,2,Mã số,,4,addAgentReferralCodePopup.codeNumberTitle
請輸入代號,请输入代号,Please enter a symbol.,,กรุณาใส่สัญลักษณ์,,5,コードを入力してください,,5,코드를 입력하십시오,,7,Vui lòng nhập mã số,,11,addAgentReferralCodePopup.codeButtonHint
調整點差,调整点差,Adjust Spread,,ปรับสเปรด,,4,ポイントを調整します,,4,포인트를 조정하십시오,,5,Điều chỉnh giá chênh lệch,,9,addAgentReferralCodePopup.adjustmentSpreadTitle
調整手續費,调整手续费,Adjust Transaction Fee,,ปรับค่าธรรมเนียม,,5,処理料を調整します,,5,취급 수수료를 조정하십시오,,7,Điều chỉnh phí thực hiện,,11,addAgentReferralCodePopup.adjustmentFeeTitle
超出手續費範圍,超出手续费范围,Beyond transaction fee limit,,เกินขีดจำกัดค่าธรรมเนียม,,8,料金の範囲を超えて,,7,수수료 범위를 넘어서,,9,Vượt quá phạm vi phí thực hiện,,15,addAgentReferralCodePopup.beyondFeeRangeTip
超出點差範圍,超出点差范围,Beyond spread limit,,เกินขีดจำกัดสเปรด,,7,ポイントの違いを超えて,,6,포인트 차이를 넘어서,,8,Vượt quá phạm vi giá chênh lệch,,13,addAgentReferralCodePopup.overnightRangeTip
輸入交易設定搜尋條件,输入交易设定搜寻条件,Enter search criteria for trading settings,,ป้อนเกณฑ์การค้นหาสำหรับการตั้งค่าการซื้อขาย,,11,入力トランザクション設定検索条件,,10,입력 트랜잭션 설정 검색 조건,,14,Nhập điều kiện tìm kiếm thiết lập giao dịch,,22,agentTransactionSettingSearch.enterDetailSearchHint
輸入搜尋條件,输入搜寻条件,Enter search criteria,,ป้อนเกณฑ์การค้นหา,,7,検索条件を入力します,,6,검색 조건을 입력하십시오,,8,Nhập điều kiện tìm kiếm,,13,agentFundingDetailsSearch.enterDetailSearchHint
代理條件頁,代理条件页,Terms of Agency Page,,เงื่อนไขหน้าตัวแทน,,5,プロキシ条件ページ,,5,프록시 조건 페이지,,7,Trang điều kiện Đại lý,,11,agentCondition.nameDescription
入金返利,入金返利,Deposit Rebate,,เงินคืนเงินฝาก,,4,リベート,,4,할인,,5,Hàn lãi nhập tiền,,9,agentCondition.rebateTitle
交易手數返利,交易手数返利,Rebate on Trading Lots,,เงินคืนจากล็อตการซื้อขาย,,7,トランザクションハンドの戻り,,6,거래 손의 반환,,8,Hoàn lãi số lượt giao dịch,,13,agentCondition.transactionHandTitle
最低工資,最低工资,Minimum Wage,,ค่าแรงขั้นต่ำ,,4,最低賃金,,4,최저 임금,,5,Tiền công thấp nhất,,9,agentCondition.minimumWageTitle
最低工資獲得條件,最低工资获得条件,Conditions for Obtaining the Minimum Wage,,เงื่อนไขการรับค่าจ้างขั้นต่ำ,,9,最低賃金取得条件,,8,최저 임금 인수 조건,,11,Điều kiện lĩnh tiền công thấp nhất,,18,agentCondition.minimumWageConditionsTitle
交易點差及手續費範圍,交易点差及手续费范围,Spread and Transaction Fee Limit,,ขีดจำกัดค่าธรรมเนียมและสเปรด,,11,取引ポイントが低く、料金の範囲,,10,거래 지점과 수수료 범위,,14,Phạm vi giá chênh lệch và phí thực hiện giao dịch,,22,agentCondition.tradingSpreadsHandlingTitle
當前非交易時段,当前非交易时段,Not in trading hours,,ไม่ได้อยู่ในเวลาซื้อขาย,,8,現在の非取引期間,,7,현재 비 트레이딩 기간,,9,Hiện tại không phải là thời điểm giao dịch,,15,"positionModify.errorNotTradingTime,requestError.notTradingTime"
該品項暫時無法交易,该品项暂时无法交易,This item is unavailable for the moment.,,รายการนี้ไม่สามารถใช้ได้ในขณะนี้,,10,このアイテムは当分の間取引することはできません,,9,이 항목은 당분간 거래 될 수 없습니다,,12,Hạng mục này tạm thời không thể giao dịch,,20,"positionModify.errorFuturesNotTradingTime,requestError.quotaUpdateOutTime"
修改持倉單,修改持仓单,Modify Position Order,,แก้ไขคำสั่งตำแหน่ง,,5,倉庫を変更します,,5,창고를 수정하십시오,,7,Sửa đổi Đơn vị thế để ngỏ,,11,positionModify.appBarTitle
部份單號平倉失敗!,部份单号平仓失败!,Failed to close some orders!,,ไม่สามารถปิดคำสั่งซื้อบางรายการได้!,,10,いくつかの単一数の清算が失敗しました！,,9,일부 단일 번호 청산이 실패했습니다!,,12,Một phần số Đơn ở vị thế để ngỏ không thành công!,,20,positionModify.closeMultiPositionPartialFailTitle
查無此單號,查无此单号,This order no is not found.,,ไม่พบหมายเลขคำสั่งซื้อนี้,,5,注文番号はありません,,5,주문 번호가 없습니다,,7,Không có số Đơn này,,11,positionModify.errorClosePositionFindNoSerial
未知錯誤({code}),未知错误({code}),Unknown Error ({code}),,เกิดข้อผิดพลาดที่ไม่รู้จัก ({code}),,7 + ?,不明なエラー（{code}）,,6 + ?,알 수없는 오류 ({code}),,8 + ?,Bị lỗi chưa biết ({code}),,13 + ?,positionModify.errorGeneralCode
調整後預估強平價,调整后预估强平价,Projected Forced Parity after Adjustment,,ปรับราคาการชำระบัญชีโดยประมาณ,,9,調整後、それは強いパリティであると推定されます,,8,조정 후 강한 패리티로 추정됩니다.,,11,Giá cưỡng chế thanh lý dự tính sau khi điều chỉnh,,18,positionModify.adjustedLiquidationPrice
追加,追加,Add,,เพิ่ม,,2,追加,,2,덧셈,,2,Thêm vào,,4,positionModify.append
最多可追加,最多可追加,Maximum to be added,,เพิ่มสูงสุด,,5,せいぜい、加算します,,5,기껏해야 추가하십시오,,7,Tối đa có thể thêm vào,,11,positionModify.mostAppend
請輸入金額,请输入金额,Please enter an amount.,,กรุณาใส่จำนวนเงิน,,5,金額を入力してください,,5,금액을 입력하십시오,,7,Vui lòng nhập số tiền,,11,"positionModify.adjustMarginHint,paymentBank.paymentPriceTitle"
請輸入{min}元以上金額,请输入{min}元以上金额,Please enter an amount above {min} dollars.,,โปรดป้อนจำนวนเงินที่สูงกว่า {min} ดอลลาร์,,9 + ?,上記の金額を入力してください{min},,8 + ?,위의 금액을 입력하십시오 {min},,11 + ?,Vui lòng nhập số tiền trên {min} tệ,,18 + ?,"positionModify.adjustMarginInputMinHint,depositThirdParty.inputMinHint"
請輸入{max}元以下金額,请输入{max}元以下金额,Please enter an amount below {max} dollars.,,โปรดป้อนจำนวนเงินที่ต่ำกว่า {max} ดอลลาร์,,9 + ?,以下の金額を入力してください{max},,8 + ?,{max} 아래에 금액을 입력하십시오.,,11 + ?,Vui lòng nhập số tiền dưới {max} tệ,,18 + ?,"positionModify.adjustMarginInputMaxHint,depositThirdParty.inputMaxHint"
