zh_TW,zh-CN,en-En,en手動調整,th-TH,泰文字數,建議字數,jp-JP,日文字數,建議字數,kr-KR,韓文字數,建議字數,vn-VN,越文字數,建議字數,jsonKey
請輸入{min}元以上金額,请输入{min}元以上金额,Please enter an amount above {min} dollars.,,โปรดป้อนจำนวนเงินด้านบน {min},,9 + ?,上記の金額を入力してください{min},,8 + ?,위의 금액을 입력하십시오 {min},,11 + ?,Vui lòng nhập số tiền trên {min},,18 + ?,"positionModify.adjustMarginInputMinHint,depositThirdParty.inputMinHint"
請輸入{max}元以下金額,请输入{max}元以下金额,Please enter an amount below {max} dollars.,,โปรดป้อนจำนวนเงินด้านล่าง {max},,9 + ?,以下の金額を入力してください{max},,8 + ?,{max} 아래에 금액을 입력하십시오.,,11 + ?,Vui lòng nhập số tiền bên dưới {max},,18 + ?,"positionModify.adjustMarginInputMaxHint,depositThirdParty.inputMaxHint"
調整保證金須在限制範圍內,调整保证金须在限制范围内,The adjustment to the margin must be within the limit.,,,,14,,,12,,,16,,,27,"positionModify.errorMarginCallOutRange,marginCallEditPopup.errorMarginCallOutRange"
指標,指标,Index,,ดัชนี,,2,索引,,2,인덱스,,2,mục lục,,4,"chartBollSetting.index,chartKdjSetting.index,chartMacdSetting.index"
默認設置,默认设置,Default Settings,,การตั้งค่าเริ่มต้น,,4,初期設定,,4,기본 설정,,5,Cài đặt mặc định,,9,"chartBollSetting.defaultSetting,chartKdjSetting.defaultSetting,chartMacdSetting.defaultSetting,chartMaSetting.defaultSetting,chartRsiSetting.defaultSetting,chartWrSetting.defaultSetting"
UP,UP,UP,,ขึ้น,,2,上,,2,위로,,2,LÊN,,4,chartBollSetting.indexUp
DN,DN,DN,,DN,,2,dn,,2,DN,,2,DN,,4,chartBollSetting.indexDn
MB,MB,MB,,MB,,2,MB,,2,MB,,2,MB,,4,chartBollSetting.indexMb
時間週期,时间周期,Cycle,,ระยะเวลา,,4,期間,,4,기간,,5,Khoảng thời gian,,9,"chartBollSetting.timePeriod,chartMacdSetting.timePeriod"
帶寬,带宽,Bandwidth,,แบนด์วิดธ์,,2,帯域幅,,2,대역폭,,2,băng thông,,4,chartBollSetting.bandWidth
K,K,K,,K,,1,k,,1,케이,,1,K,,2,chartKdjSetting.indexK
D,D,D,,d,,1,d,,1,디,,1,D,,2,chartKdjSetting.indexD
J,J,J,,j,,1,j,,1,제이,,1,J,,2,chartKdjSetting.indexJ
計算週期,计算周期,Calculate Cycle,,วงจรการคำนวณ,,4,計算サイクル,,4,계산주기,,5,Chu kỳ tính toán,,9,chartKdjSetting.calculatePeriod
移動平均週期1,移动平均周期1,Moving Average Cycle 1,,ย้ายรอบเฉลี่ย 1,,8,平均サイクル1を移動します1,,7,평균주기 1을 이동합니다,,9,Di chuyển chu kỳ trung bình 1,,15,chartKdjSetting.maPeriod1
移動平均週期2,移动平均周期2,Moving Average Cycle 2,,ย้ายรอบเฉลี่ย 2,,8,平均サイクル2を移動します,,7,평균 사이클 2를 이동합니다,,9,Di chuyển chu kỳ trung bình 2,,15,chartKdjSetting.maPeriod2
DIF,DIF,DIF,,แตกต่างกันไป,,3,dif,,3,dif,,4,DIF,,6,chartMacdSetting.indexDif
DEA,DEA,DEA,,ปั้นจั่น,,3,DEA,,3,DEA,,4,DEA,,6,chartMacdSetting.indexDea
短週期,短周期,Short Cycle,,รอบสั้น,,3,短いサイクル,,3,짧은 사이클,,4,Chu kỳ ngắn,,6,chartMacdSetting.shortPeriod
長週期,长周期,Long Cycle,,วัฏจักรยาว,,3,ロングサイクル,,3,긴 사이클,,4,Chu kỳ dài,,6,chartMacdSetting.longPeriod
週期,周期,Cycle,,รอบ,,2,サイクル,,2,주기,,2,đi xe đạp,,4,"chartRsiSetting.period,chartWrSetting.period"
圖表類型,图表类型,Type of Chart,,ประเภทแผนภูมิ,,4,チャートタイプ,,4,차트 유형,,5,Loại biểu đồ,,9,"chartTypeSetting.appBarTitle,chartSetting.chartType"
蠟燭圖,蜡烛图,Candlestick Chart,,แผนภูมิเทียน,,3,キャンドルチャート,,3,양초 차트,,4,Biểu đồ nến,,6,chartTypeSetting.kLineChart
分時圖,分时图,Time-sharing Chart,,แผนภูมิเวลา,,3,タイミングチャート,,3,타이밍 차트,,4,Biểu đồ thời gian,,6,chartTypeSetting.lineIndexChart
國家,国家,Country,,ประเทศชาติ,,2,国家,,2,국가,,2,dân tộc,,4,countryCode.country
請輸入名稱或區碼,请输入名称或区码,Please enter a name or area code.,,โปรดป้อนชื่อหรือรหัสพื้นที่,,9,名前または市外局番を入力してください,,8,이름 또는 영역 코드를 입력하십시오,,11,Vui lòng nhập tên hoặc mã vùng,,18,countryCode.searchEnterHint
獲取交易帳戶中,获取交易帐户中,Getting Trading Account,,รับบัญชีธุรกรรม,,8,トランザクションアカウントを取得します,,7,거래 계정을 받으십시오,,9,Nhận tài khoản giao dịch,,15,paymentBank.gettingTransferAccount
PAY,PAY,PAY,,จ่าย,,3,支払い,,3,지불,,4,TRẢ TIỀN,,6,"paymentBank.payTag,depositThirdParty.payTag,depositChannel.payTag"
立即入金享受交易,立即入金享受交易,Deposit now to enjoy the trading.,,เพลิดเพลินกับการทำธุรกรรมทันที,,9,すぐにトランザクションをお楽しみください,,8,즉시 거래를 즐기십시오,,11,Tận hưởng giao dịch ngay lập tức,,18,"paymentBank.confirmPaymentButton,depositThirdParty.confirmPaymentButton,paymentCreditCard.confirmValueGetUrlButton"
最低{value},最低{value},Minimum {value},,ขั้นต่ำ {value},,2 + ?,最小{value},,2 + ?,최소 {value},,2 + ?,Giá trị tối {value},,4 + ?,paymentBank.paymentRangeOnlyMin
{min}-{max},{min}-{max},{min}-{max},,{min}-{max},,0 + ?,{min}  -  {max},,0 + ?,{min}-{max},,0 + ?,{min}-{max},,0 + ?,paymentBank.paymentRangeMinMax
重要提醒,重要提醒,Important Reminder,,การเตือนความจำที่สำคัญ,,4,重要なリマインダー,,4,중요한 알림,,5,Nhắc nhở quan trọng,,9,"paymentBank.remindTitle,depositCheck.title"
"請使用本人的帳戶轉帳
帳戶有效期限為 24 小時
轉帳金額務必一致
請勿重複轉帳","请使用本人的帐户转帐
帐户有效期限为 24 小时
转帐金额务必一致
请勿重复转帐","Please transfer funds through your own account. 
The account is valid for 24 hours. 
The transfer amount must be consistent. 
Please do not make duplicate transfers.",,"กรุณาใช้บัญชีของฉันเพื่อโอน
ระยะเวลาที่ถูกต้องบัญชีคือ 24 ชั่วโมง
จำนวนการโอนจะต้องสอดคล้องกัน
อย่าทำซ้ำการถ่ายโอน",,41,"アカウントを使用して転送してください
アカウントの妥当性期間は24時間です
転送量は一貫している必要があります
転送を繰り返さないでください",,35,"내 계정을 사용하여 전송하십시오
계정 유효 기간은 24 시간입니다
전송 금액은 일관성이 있어야합니다
전송을 반복하지 마십시오",,49,"Vui lòng sử dụng tài khoản của tôi để chuyển
Thời gian hợp lệ của tài khoản là 24 giờ
Số tiền chuyển phải nhất quán
Không lặp lại việc chuyển nhượng",,78,paymentBank.remindTip
獲得轉帳資訊 去轉帳,获得转帐资讯 去转帐,Get transfer information to transfer funds.,,รับข้อมูลการโอนเพื่อถ่ายโอน,,10,転送情報を取得します,,9,전송 정보를 전송할 수 있습니다,,12,Nhận thông tin chuyển nhượng để chuyển,,20,"paymentBank.toTransferButton,depositCheck.button"
我已瞭解上述資訊,我已了解上述资讯,I already understand the above information.,,ฉันเข้าใจข้อมูลข้างต้น,,9,上記の情報を理解しました,,8,위의 정보를 이해했습니다,,11,Tôi đã hiểu thông tin trên,,18,"paymentBank.learnInfoReady,depositCheck.checkTip"
入金金額,入金金额,Deposit Amount,,เงินมัดจำจำนวนเงิน,,4,入金金額,,4,금액 예금,,5,Tiền gửi,,9,paymentBank.transferAccountTitle
請於,请于,Please,,โปรด,,2,お願いします,,2,제발,,2,Xin vui lòng,,4,paymentBank.transferCompleteContent1
完成轉帳,完成转帐,complete the transfer by,,กรอกการถ่ายโอน,,4,転送を完了します,,4,전송을 완료하십시오,,5,Hoàn thành việc chuyển nhượng,,9,paymentBank.transferCompleteContent2
收款銀行及代碼,收款银行及代码,Receiving Bank and Code,,รับธนาคารและรหัส,,8,銀行とコードを受け取ります,,7,은행과 코드를받습니다,,9,Nhận ngân hàng và mã,,15,paymentBank.transferBankAndCode
收款帳戶,收款帐户,Receiving Account,,บัญชีใบเสร็จรับเงิน,,4,領収書アカウント,,4,영수증 계정,,5,Tài khoản biên lai,,9,paymentBank.transferBankAccount
已完成轉帳,已完成转帐,Transfer Completed,,ถ่ายโอนเสร็จสมบูรณ์,,5,完了した転送,,5,완료된 전송,,7,Hoàn thành chuyển nhượng,,11,paymentBank.completeButton
"注意事項：
轉帳金額與申請金額不一致，則無法轉帳成功。
超過有效期限，則無法轉帳成功。
請不要重複匯款。","注意事项：
转帐金额与申请金额不一致，则无法转帐成功。
超过有效期限，则无法转帐成功。
请不要重复汇款。","Note: 
The transfer cannot be successful if the transfer amount is inconsistent with the amount in the application. 
The transfer cannot be successful if the order expires. 
Please do not make duplicate remittances.",,"ข้อควรระวัง:
จำนวนการถ่ายโอนไม่เหมือนกับจำนวนแอปพลิเคชัน แต่การโอนไม่สามารถทำได้
หากเกินระยะเวลาความถูกต้องการถ่ายโอนจะไม่สำเร็จ
โปรดอย่าทำซ้ำการส่งเงิน",,57,"予防：
転送量はアプリケーション額と同じではありませんが、転送は成功することはできません。
有効期間を超えた場合、転送は成功できません。
送金を繰り返さないでください。",,49,"지침:
전송 금액은 신청 금액과 동일하지 않지만 전송은 성공할 수 없습니다.
유효 기간이 초과되면 전송이 성공할 수 없습니다.
송금을 반복하지 마십시오.",,68,"Các biện pháp phòng ngừa:
Số tiền chuyển không giống với số tiền ứng dụng, nhưng việc chuyển không thể thành công.
Nếu vượt quá thời hạn hiệu lực, việc chuyển nhượng không thể thành công.
Vui lòng không lặp lại kiều hối.",,110,paymentBank.transferDescriptionTip
"溫馨提示:如遇入金問題，
請第一時間聯繫","温馨提示:如遇入金问题，
请第一时间联系","Friendly Reminder: In case of deposit problems, please contact",,"คำเตือน: หากคุณพบปัญหาทองคำ
กรุณาติดต่อครั้งแรก",,22,"リマインダー：金の問題に遭遇した場合、
初めて連絡してください",,19,"알림 : 금 문제가 발생하면
처음으로 연락하십시오",,26,"Nhắc nhở: Nếu bạn gặp phải vấn đề vàng,
Vui lòng liên hệ lần đầu tiên",,42,paymentBank.paymentValueTip1
在線客服,在线客服,the online customer service promptly.,,บริการออนไลน์,,4,オンラインサービス,,4,온라인 서비스,,5,dịch vụ trực tuyến,,9,"paymentBank.paymentValueTip2,depositThirdParty.tip2"
